iter	Passed	Remaining
1768	2618	341
1769	2619	340
1770	2620	338
1771	2621	337
1772	2623	335
1773	2624	334
1774	2625	332
1775	2627	331
1776	2628	329
1777	2629	328
1778	2630	326
1779	2632	325
1780	2633	323
1781	2634	322
1782	2635	320
1783	2636	319
1784	2638	317
1785	2639	316
1786	2640	314
1787	2642	313
1788	2643	311
1789	2644	310
1790	2645	308
1791	2647	307
1792	2648	305
1793	2649	304
1794	2651	302
1795	2652	301
1796	2653	299
1797	2655	298
1798	2656	296
1799	2658	295
1800	2660	293
1801	2661	292
1802	2663	290
1803	2664	289
1804	2665	287
1805	2667	286
1806	2668	285
1807	2670	283
1808	2671	282
1809	2673	280
1810	2674	279
1811	2676	277
1812	2678	276
1813	2679	274
1814	2680	273
1815	2682	271
1816	2684	270
1817	2685	268
1818	2686	267
1819	2687	265
1820	2689	264
1821	2691	262
1822	2692	261
1823	2693	259
1824	2695	258
1825	2696	256
1826	2697	255
1827	2699	253
1828	2700	252
1829	2701	250
1830	2702	249
1831	2704	248
1832	2706	246
1833	2708	245
1834	2710	243
1835	2711	242
1836	2713	240
1837	2714	239
1838	2715	237
1839	2717	236
1840	2718	234
1841	2720	233
1842	2721	231
1843	2723	230
1844	2724	228
1845	2726	227
1846	2727	225
1847	2728	224
1848	2729	222
1849	2731	221
1850	2732	219
1851	2733	218
1852	2735	217
1853	2737	215
1854	2739	214
1855	2740	212
1856	2741	211
1857	2743	209
1858	2744	208
1859	2745	206
1860	2746	205
1861	2748	203
1862	2749	202
1863	2751	200
1864	2753	199
1865	2754	197
1866	2755	196
1867	2757	194
1868	2758	193
1869	2760	191
1870	2761	190
1871	2762	188
1872	2763	187
1873	2764	185
1874	2765	184
1875	2767	182
1876	2769	181
1877	2770	180
1878	2772	178
1879	2773	177
1880	2774	175
1881	2776	174
1882	2777	172
1883	2778	171
1884	2780	169
1885	2781	168
1886	2783	166
1887	2785	165
1888	2786	163
1889	2787	162
1890	2789	160
1891	2790	159
1892	2792	157
1893	2793	156
1894	2794	154
1895	2796	153
1896	2797	151
1897	2799	150
1898	2801	148
1899	2803	147
1900	2804	146
1901	2805	144
1902	2806	143
1903	2808	141
1904	2809	140
1905	2810	138
1906	2812	137
1907	2813	135
1908	2815	134
1909	2816	132
1910	2818	131
1911	2819	129
1912	2820	128
1913	2822	126
1914	2823	125
1915	2824	123
1916	2825	122
1917	2827	120
1918	2828	119
1919	2829	117
1920	2831	116
1921	2833	114
1922	2834	113
1923	2836	112
1924	2837	110
1925	2838	109
1926	2839	107
1927	2841	106
1928	2842	104
1929	2844	103
1930	2845	101
1931	2847	100
1932	2848	98
1933	2849	97
1934	2851	95
1935	2852	94
1936	2853	92
1937	2855	91
1938	2856	89
1939	2858	88
1940	2859	86
1941	2860	85
1942	2862	83
1943	2864	82
1944	2865	81
1945	2867	79
1946	2868	78
1947	2869	76
1948	2870	75
1949	2872	73
1950	2873	72
1951	2874	70
1952	2876	69
1953	2877	67
1954	2879	66
1955	2881	64
1956	2882	63
1957	2883	61
1958	2884	60
1959	2886	58
1960	2887	57
1961	2888	55
1962	2890	54
1963	2891	52
1964	2892	51
1965	2894	50
1966	2895	48
1967	2896	47
1968	2898	45
1969	2899	44
1970	2900	42
1971	2901	41
1972	2902	39
1973	2904	38
1974	2905	36
1975	2906	35
1976	2907	33
1977	2909	32
1978	2910	30
1979	2911	29
1980	2913	27
1981	2914	26
1982	2915	24
1983	2917	23
1984	2918	22
1985	2920	20
1986	2921	19
1987	2922	17
1988	2923	16
1989	2925	14
1990	2927	13
1991	2928	11
1992	2929	10
1993	2930	8
1994	2931	7
1995	2933	5
1996	2934	4
1997	2935	2
1998	2936	1
1999	2937	0
